C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_24_842.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_24_842.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_24_842.jpg, 0, 0, 0, 8.109145E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_25_501.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_25_501.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_25_501.jpg, 0, 0, 0, 7.923495E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_25_773.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_25_773.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_25_773.jpg, 0, 0, 0, 7.78059E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_26_012.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_26_012.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_26_012.jpg, 0, 0, 0, 7.871335E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_26_261.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_26_261.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_26_261.jpg, 0, 0, 0, 7.860143E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_26_558.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_26_558.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_26_558.jpg, 0, 0, 0, 7.772683E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_26_796.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_26_796.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_26_796.jpg, 0, 0, 0, 7.806302E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_27_038.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_27_038.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_27_038.jpg, 0, 0, 0, 7.904153E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_27_284.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_27_284.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_27_284.jpg, 0, 0, 0, 7.807421E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_27_550.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_27_550.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_27_550.jpg, 0, 0, 0, 7.798724E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_27_823.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_27_823.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_27_823.jpg, 0, 0, 0, 7.816944E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_28_046.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_28_046.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_28_046.jpg, 0, 0, 0, 7.808513E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_28_260.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_28_260.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_28_260.jpg, 0, 0, 0, 7.793772E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_28_515.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_28_515.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_28_515.jpg, 0, 0, 0, 7.772558E-05
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_28_804.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_28_804.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_28_804.jpg, 0, 0.8395782, 0, 2.703058
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_29_097.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_29_097.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_29_097.jpg, 0, 0, 0, 2.643301
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_29_266.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_29_266.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_29_266.jpg, 0, 0.5128377, 0, 3.581039
C:\Users\shrey\Downloads\simulator-windows-64\IMG\center_2021_05_11_11_16_29_508.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\left_2021_05_11_11_16_29_508.jpg, C:\Users\shrey\Downloads\simulator-windows-64\IMG\right_2021_05_11_11_16_29_508.jpg, 0, 0, 0, 3.509731
